20,28;"high-grade";*;*;*;*;*;161
20,28;"high-grade";*;*;*;*;*;312
20,28;"high-grade";*;*;*;*;*;327
20,28;"high-grade";*;*;*;*;*;569
20,28;"high-grade";*;*;*;*;*;688
20,28;"high-grade";*;*;*;*;*;809
20,28;"high-grade";*;*;*;*;*;820
20,28;"high-grade";*;*;*;*;*;1012
20,28;"high-grade";*;*;*;*;*;1033
20,28;"high-grade";*;*;*;*;*;1072
20,28;"high-grade";*;*;*;*;*;1139
20,28;"high-grade";*;*;*;*;*;1212
20,28;"high-grade";*;*;*;*;*;1285
20,28;"high-grade";*;*;*;*;*;1354
20,28;"high-grade";*;*;*;*;*;1356
20,28;"high-grade";*;*;*;*;*;1409
20,28;"high-grade";*;*;*;*;*;1412
20,28;"high-grade";*;*;*;*;*;1449
20,28;"high-grade";*;*;*;*;*;1514
20,28;"high-grade";*;*;*;*;*;1553
20,28;"high-grade";*;*;*;*;*;1581
20,28;"high-grade";*;*;*;*;*;1642
20,28;"high-grade";*;*;*;*;*;1658
20,28;"high-grade";*;*;*;*;*;1690
20,28;"high-grade";*;*;*;*;*;1770
20,28;"high-grade";*;*;*;*;*;1782
20,28;"high-grade";*;*;*;*;*;1824
20,28;"high-grade";*;*;*;*;*;1833
20,28;"high-grade";*;*;*;*;*;1835
20,28;"high-grade";*;*;*;*;*;1876
20,28;"high-grade";*;*;*;*;*;1879
20,28;"high-grade";*;*;*;*;*;1906
20,28;"high-grade";*;*;*;*;*;1947
20,28;"high-grade";*;*;*;*;*;1954
20,28;"high-grade";*;*;*;*;*;2070
20,28;"high-grade";*;*;*;*;*;2103
20,28;"high-grade";*;*;*;*;*;2106
20,28;"high-grade";*;*;*;*;*;2177
20,28;"high-grade";*;*;*;*;*;2238
20,28;"high-grade";*;*;*;*;*;2266
20,28;"high-grade";*;*;*;*;*;2296
20,28;"high-grade";*;*;*;*;*;2312
20,28;"high-grade";*;*;*;*;*;2449
20,28;"high-grade";*;*;*;*;*;2454
20,28;"high-grade";*;*;*;*;*;2459
20,28;"high-grade";*;*;*;*;*;2480
20,28;"high-grade";*;*;*;*;*;2585
20,28;"high-grade";*;*;*;*;*;2602
20,28;"high-grade";*;*;*;*;*;2613
20,28;"high-grade";*;*;*;*;*;2745
20,28;"high-grade";*;*;*;*;*;2814
20,28;"high-grade";*;*;*;*;*;2875
20,28;"high-grade";*;*;*;*;*;2877
20,28;"high-grade";*;*;*;*;*;2882
20,28;"high-grade";*;*;*;*;*;2936
20,28;"high-grade";*;*;*;*;*;3119
20,28;"high-grade";*;*;*;*;*;3171
20,28;"high-grade";*;*;*;*;*;3300
20,28;"high-grade";*;*;*;*;*;3308
20,28;"high-grade";*;*;*;*;*;3397
20,28;"high-grade";*;*;*;*;*;3407
20,28;"high-grade";*;*;*;*;*;3498
20,28;"high-grade";*;*;*;*;*;3558
20,28;"high-grade";*;*;*;*;*;3572
20,28;"high-grade";*;*;*;*;*;3590
20,28;"high-grade";*;*;*;*;*;3624
20,28;"high-grade";*;*;*;*;*;3655
20,28;"high-grade";*;*;*;*;*;3676
20,28;"high-grade";*;*;*;*;*;3678
20,28;"high-grade";*;*;*;*;*;3704
20,28;"high-grade";*;*;*;*;*;3716
20,28;"high-grade";*;*;*;*;*;3732
20,28;"high-grade";*;*;*;*;*;3794
20,28;"high-grade";*;*;*;*;*;3808
20,28;"high-grade";*;*;*;*;*;3840
20,28;"high-grade";*;*;*;*;*;3849
20,28;"high-grade";*;*;*;*;*;3870
20,28;"high-grade";*;*;*;*;*;3981
20,28;"high-grade";*;*;*;*;*;4041
20,28;"high-grade";*;*;*;*;*;4042
20,28;"high-grade";*;*;*;*;*;4048
20,28;"high-grade";*;*;*;*;*;4049
20,28;"high-grade";*;*;*;*;*;4053
20,28;"high-grade";*;*;*;*;*;4081
20,28;"high-grade";*;*;*;*;*;4136
20,28;"high-grade";*;*;*;*;*;4139
20,28;"high-grade";*;*;*;*;*;4149
20,28;"high-grade";*;*;*;*;*;4151
20,28;"high-grade";*;*;*;*;*;4157
20,28;"high-grade";*;*;*;*;*;4215
20,28;"high-grade";*;*;*;*;*;4219
20,28;"high-grade";*;*;*;*;*;4239
20,28;"high-grade";*;*;*;*;*;4259
20,28;"high-grade";*;*;*;*;*;4271
20,28;"high-grade";*;*;*;*;*;4316
20,28;"high-grade";*;*;*;*;*;4360
20,28;"high-grade";*;*;*;*;*;4424
20,28;"high-grade";*;*;*;*;*;4515
20,28;"high-grade";*;*;*;*;*;4548
20,28;"high-grade";*;*;*;*;*;4554
20,28;"high-grade";*;*;*;*;*;4556
20,28;"high-grade";*;*;*;*;*;4582
20,28;"high-grade";*;*;*;*;*;4665
20,28;"high-grade";*;*;*;*;*;4671
20,28;"high-grade";*;*;*;*;*;4748
20,28;"high-grade";*;*;*;*;*;4754
20,28;"high-grade";*;*;*;*;*;4815
20,28;"high-grade";*;*;*;*;*;4909
20,28;"high-grade";*;*;*;*;*;4946
20,28;"high-grade";*;*;*;*;*;4954
20,28;"high-grade";*;*;*;*;*;5003
20,28;"high-grade";*;*;*;*;*;5006
20,28;"high-grade";*;*;*;*;*;5051
20,28;"high-grade";*;*;*;*;*;5349
20,28;"high-grade";*;*;*;*;*;5408
20,28;"high-grade";*;*;*;*;*;5446
20,28;"high-grade";*;*;*;*;*;5483
20,28;"high-grade";*;*;*;*;*;5500
20,28;"high-grade";*;*;*;*;*;5553
20,28;"high-grade";*;*;*;*;*;5605
20,28;"high-grade";*;*;*;*;*;5660
20,28;"high-grade";*;*;*;*;*;5673
20,28;"high-grade";*;*;*;*;*;5688
20,28;"high-grade";*;*;*;*;*;5775
20,28;"high-grade";*;*;*;*;*;5837
20,28;"high-grade";*;*;*;*;*;5853
20,28;"high-grade";*;*;*;*;*;5864
20,28;"high-grade";*;*;*;*;*;5935
20,28;"high-grade";*;*;*;*;*;6000
20,28;"high-grade";*;*;*;*;*;6018
20,28;"high-grade";*;*;*;*;*;6023
20,28;"high-grade";*;*;*;*;*;6065
20,28;"high-grade";*;*;*;*;*;6131
20,28;"high-grade";*;*;*;*;*;6134
20,28;"high-grade";*;*;*;*;*;6194
20,28;"high-grade";*;*;*;*;*;6207
20,28;"high-grade";*;*;*;*;*;6242
20,28;"high-grade";*;*;*;*;*;6326
20,28;"high-grade";*;*;*;*;*;6331
20,28;"high-grade";*;*;*;*;*;6338
20,28;"high-grade";*;*;*;*;*;6362
20,28;"high-grade";*;*;*;*;*;6387
20,28;"high-grade";*;*;*;*;*;6392
20,28;"high-grade";*;*;*;*;*;6497
20,28;"high-grade";*;*;*;*;*;6498
20,28;"high-grade";*;*;*;*;*;6506
20,28;"high-grade";*;*;*;*;*;6549
20,28;"high-grade";*;*;*;*;*;6562
20,28;"high-grade";*;*;*;*;*;6576
20,28;"high-grade";*;*;*;*;*;6598
20,28;"high-grade";*;*;*;*;*;6610
20,28;"high-grade";*;*;*;*;*;6633
20,28;"high-grade";*;*;*;*;*;6724
20,28;"high-grade";*;*;*;*;*;6747
20,28;"high-grade";*;*;*;*;*;6755
20,28;"high-grade";*;*;*;*;*;6772
20,28;"high-grade";*;*;*;*;*;6786
20,28;"high-grade";*;*;*;*;*;6792
20,28;"high-grade";*;*;*;*;*;6828
20,28;"high-grade";*;*;*;*;*;6837
20,28;"high-grade";*;*;*;*;*;6846
20,28;"high-grade";*;*;*;*;*;6862
20,28;"high-grade";*;*;*;*;*;6869
20,28;"high-grade";*;*;*;*;*;6880
20,28;"high-grade";*;*;*;*;*;6952
20,28;"high-grade";*;*;*;*;*;6960
20,28;"high-grade";*;*;*;*;*;7070
20,28;"high-grade";*;*;*;*;*;7074
20,28;"high-grade";*;*;*;*;*;7085
20,28;"high-grade";*;*;*;*;*;7194
20,28;"high-grade";*;*;*;*;*;7211
20,28;"high-grade";*;*;*;*;*;7365
20,28;"high-grade";*;*;*;*;*;7385
20,28;"high-grade";*;*;*;*;*;7389
20,28;"high-grade";*;*;*;*;*;7446
20,28;"high-grade";*;*;*;*;*;7460
20,28;"high-grade";*;*;*;*;*;7466
20,28;"high-grade";*;*;*;*;*;7488
20,28;"high-grade";*;*;*;*;*;7499
20,28;"high-grade";*;*;*;*;*;7581
20,28;"high-grade";*;*;*;*;*;7683
20,28;"high-grade";*;*;*;*;*;7685
20,28;"high-grade";*;*;*;*;*;7690
20,28;"high-grade";*;*;*;*;*;7701
20,28;"high-grade";*;*;*;*;*;7761
20,28;"high-grade";*;*;*;*;*;7764
20,28;"high-grade";*;*;*;*;*;7787
20,28;"high-grade";*;*;*;*;*;7885
20,28;"high-grade";*;*;*;*;*;7891
20,28;"high-grade";*;*;*;*;*;7895
20,28;"high-grade";*;*;*;*;*;7909
20,28;"high-grade";*;*;*;*;*;7910
20,28;"high-grade";*;*;*;*;*;7931
20,28;"high-grade";*;*;*;*;*;7932
20,28;"high-grade";*;*;*;*;*;7933
20,28;"high-grade";*;*;*;*;*;7954
20,28;"high-grade";*;*;*;*;*;7975
20,28;"high-grade";*;*;*;*;*;8017
20,28;"high-grade";*;*;*;*;*;8058
20,28;"high-grade";*;*;*;*;*;8141
20,28;"high-grade";*;*;*;*;*;8245
20,28;"high-grade";*;*;*;*;*;8251
20,28;"high-grade";*;*;*;*;*;8299
20,28;"high-grade";*;*;*;*;*;8336
20,28;"high-grade";*;*;*;*;*;8351
20,28;"high-grade";*;*;*;*;*;8368
20,28;"high-grade";*;*;*;*;*;8407
20,28;"high-grade";*;*;*;*;*;8497
20,28;"high-grade";*;*;*;*;*;8537
20,28;"high-grade";*;*;*;*;*;8556
20,28;"high-grade";*;*;*;*;*;8575
20,28;"high-grade";*;*;*;*;*;8576
20,28;"high-grade";*;*;*;*;*;8585
20,28;"high-grade";*;*;*;*;*;8586
20,28;"high-grade";*;*;*;*;*;8609
20,28;"high-grade";*;*;*;*;*;8612
20,28;"high-grade";*;*;*;*;*;8627
20,28;"high-grade";*;*;*;*;*;8649
20,28;"high-grade";*;*;*;*;*;8668
20,28;"high-grade";*;*;*;*;*;8671
20,28;"high-grade";*;*;*;*;*;8701
20,28;"high-grade";*;*;*;*;*;8767
20,28;"high-grade";*;*;*;*;*;8788
20,28;"high-grade";*;*;*;*;*;8789
20,28;"high-grade";*;*;*;*;*;8823
20,28;"high-grade";*;*;*;*;*;8831
20,28;"high-grade";*;*;*;*;*;8927
20,28;"high-grade";*;*;*;*;*;9189
20,28;"high-grade";*;*;*;*;*;9201
20,28;"high-grade";*;*;*;*;*;9203
20,28;"high-grade";*;*;*;*;*;9208
20,28;"high-grade";*;*;*;*;*;9245
20,28;"high-grade";*;*;*;*;*;9363
20,28;"high-grade";*;*;*;*;*;9432
20,28;"high-grade";*;*;*;*;*;9466
20,28;"high-grade";*;*;*;*;*;9537
20,28;"high-grade";*;*;*;*;*;9542
20,28;"high-grade";*;*;*;*;*;9657
20,28;"high-grade";*;*;*;*;*;9699
20,28;"high-grade";*;*;*;*;*;9702
20,28;"high-grade";*;*;*;*;*;9709
20,28;"high-grade";*;*;*;*;*;9787
20,28;"high-grade";*;*;*;*;*;9801
20,28;"high-grade";*;*;*;*;*;9820
20,28;"high-grade";*;*;*;*;*;9844
20,28;"high-grade";*;*;*;*;*;9846
20,28;"high-grade";*;*;*;*;*;9867
20,28;"high-grade";*;*;*;*;*;9886
20,28;"high-grade";*;*;*;*;*;9945
20,28;"high-grade";*;*;*;*;*;9967
20,28;"high-grade";*;*;*;*;*;10001
20,28;"high-grade";*;*;*;*;*;10058
20,28;"high-grade";*;*;*;*;*;10077
20,28;"high-grade";*;*;*;*;*;10121
20,28;"high-grade";*;*;*;*;*;10185
20,28;"high-grade";*;*;*;*;*;10236
20,28;"high-grade";*;*;*;*;*;10267
20,28;"high-grade";*;*;*;*;*;10277
20,28;"high-grade";*;*;*;*;*;10352
20,28;"high-grade";*;*;*;*;*;10379
20,28;"high-grade";*;*;*;*;*;10411
20,28;"high-grade";*;*;*;*;*;10440
20,28;"high-grade";*;*;*;*;*;10553
20,28;"high-grade";*;*;*;*;*;10557
20,28;"high-grade";*;*;*;*;*;10615
20,28;"high-grade";*;*;*;*;*;10660
20,28;"high-grade";*;*;*;*;*;10723
20,28;"high-grade";*;*;*;*;*;10730
20,28;"high-grade";*;*;*;*;*;10772
20,28;"high-grade";*;*;*;*;*;10781
20,28;"high-grade";*;*;*;*;*;10785
20,28;"high-grade";*;*;*;*;*;10809
20,28;"high-grade";*;*;*;*;*;10820
20,28;"high-grade";*;*;*;*;*;10822
